start,end,end_date,predicted_pattern,pred_return,pred_low,pred_high,target_level,support_level,resistance_level,prob_double_bottom,prob_double_top,prob_ascending_channel,prob_descending_channel,prob_high_tight_flag,prob_head_shoulders,prob_inverse_head_shoulders,prob_range,trend_slope,residual_std,pattern_range,n_maxima,n_minima,symmetry_score,drawdown,volatility_ratio,compression_ratio,breakout_strength,return_mean,return_std,pattern_entropy,metric_distance,decay_beta,volatility_spike,dominant_pattern_window,dominant_confidence_window,weighted_outlier_score,outlier_flag,current_price,pred_return_pct,pred_low_pct,pred_high_pct
4694,4726,2019-12-10,range,0.03329227864742279,0.008510718122124672,-0.028359059244394302,66.48202142414584,64.88757591070095,62.51537456996027,0.08547743409872055,0.12448131293058395,0.09228812903165817,0.24051567912101746,0.05766011402010918,0.06111185625195503,0.06414221227169037,0.2743232846260071,0.042859222648898083,0.7645130755079829,3.000000010000007,4.0,4.0,0.6366666170151486,-0.04272568191359938,1.33561819985513,1.7999999891999994,0.43888833641410263,0.0008616360542644927,0.007079317015812732,0.9130152494802649,0.9152288991662783,0.6309573444801932,0.9210461883747989,range,0.26330737815759453,0.5614370030262207,1,64.33999633789062,3.329227864742279,0.8510718122124672,-2.8359059244394302
4695,4727,2019-12-11,range,0.011508598923683167,0.01539441104978323,-0.009491955861449242,64.4533291581688,64.70093311158732,63.11517378162472,0.09964703023433685,0.164802685379982,0.0679951012134552,0.1636475920677185,0.06343550980091095,0.07120976597070694,0.07734017074108124,0.2919221818447113,0.04372494008650828,0.7604154857441823,3.000000010000007,4.0,4.0,0.6366666170151486,-0.04272568191359938,1.3367684096377175,1.6187057380138705,0.2644443503148073,0.0007295879757176047,0.007130611176276144,0.9264086949881953,0.800437749000538,0.6309573444801932,0.9092748135184883,range,0.3690975352017382,0.528221931404043,1,63.720001220703125,1.1508598923683167,1.539441104978323,-0.9491955861449242
4696,4728,2019-12-12,range,-0.011081798002123833,0.014114193618297577,-0.01643885113298893,63.4885455503248,65.10612813546379,63.14462275567169,0.08947645872831345,0.1446543186903,0.10718856006860733,0.20209279656410217,0.06287091225385666,0.06616269052028656,0.06374552100896835,0.2638087272644043,0.04669962670446636,0.7639579621803027,3.000000010000007,4.0,3.0,0.6366666170151486,-0.04272568191359938,1.344741123237327,1.444623776686986,0.25444390953867874,0.000915612789424031,0.0070818760622087884,0.9323690528405414,0.802399182368793,0.6309573444801932,0.9554342798526296,range,0.36192094567610417,0.5354096195342873,1,64.19999694824219,-1.1081798002123833,1.4114193618297577,-1.643885113298893
4697,4729,2019-12-13,descending_channel,0.01850529946386814,-0.08082875609397888,-0.02049889788031578,66.42691687432608,59.94834964958591,63.88306307592586,0.04304257035255432,0.06585785001516342,0.110202856361866,0.4457409381866455,0.01721714623272419,0.019271401688456535,0.02217072620987892,0.2764964997768402,0.052814011699644114,0.7843122801122392,3.4900004169010392,4.0,4.0,0.6876790766816696,-0.04272568191359938,1.3910442748165996,1.5768093623354784,0.4398281661404464,0.0013098656738723372,0.007194838863480658,0.7231237628048196,1.2076707286277781,0.6309573444801932,0.9305949743416392,range,0.31844969057460115,0.5544576538976579,1,65.22000122070312,1.8505299463868141,-8.082875609397888,-2.049889788031578
4698,4730,2019-12-14,ascending_channel,0.02908760868012905,-0.025407245382666588,0.010671447962522507,67.11709509432848,63.562940645830906,65.91599306984551,0.0276566781103611,0.03704533353447914,0.49662017822265625,0.15420158207416534,0.0105973519384861,0.010366110131144524,0.012190086767077446,0.2513226866722107,0.05726540193529888,0.8054957474879846,3.8300018410546945,4.0,4.0,0.7154047967016826,-0.04272568191359938,1.2103363341134266,1.7304246535408245,0.46649276314471555,0.001384412569757496,0.00719553039627967,0.6509206835515038,0.6047493019455538,0.6309573444801932,0.9103092744164368,range,0.3459611634703765,0.5330236794429803,1,65.22000122070312,2.908760868012905,-2.540724538266659,1.0671447962522507
4699,4731,2019-12-15,range,0.02959694154560566,-0.008281564339995384,0.0166451558470726,67.1503137844366,64.6798775843393,66.305598305368,0.04981428384780884,0.07510875910520554,0.23712226748466492,0.15570880472660065,0.020435873419046402,0.023428991436958313,0.027001922950148582,0.4113790988922119,0.062384544113399935,0.8209655099801139,3.8300018410546945,4.0,4.0,0.7154047967016826,-0.04272568191359938,1.0842138436423572,1.7304246535408245,0.4499567722501967,0.001244674057912917,0.007178554723430606,0.7718826152887767,0.8984836216683973,0.6309573444801932,0.8929635686364596,range,0.2600020146161241,0.5649571845274592,1,65.22000122070312,2.959694154560566,-0.8281564339995384,1.6645155847072601
4700,4732,2019-12-16,ascending_channel,0.04710390418767929,-0.009223295375704765,-0.009182620793581009,68.41776526501394,64.73734625181879,64.7400039288658,0.006319165695458651,0.007349953521043062,0.7768260836601257,0.0756511315703392,0.0014903320698067546,0.0016172551549971104,0.001898923423141241,0.1288471519947052,0.06671736713495313,0.8422572051296319,3.9099985858463517,4.0,4.0,0.7212274816329758,-0.04272568191359938,0.9999962007126407,1.7665678058150827,0.4475701691476273,0.0009463594746759468,0.007099001325298762,0.3633724421188949,0.6020683279904839,0.6309573444801932,0.9006687177622564,range,0.2286968321861426,0.5370565015524983,1,65.33999633789062,4.710390418767929,-0.9223295375704765,-0.9182620793581009
4701,4733,2019-12-17,ascending_channel,-0.01393081434071064,-0.040543630719184875,-0.01777409389615059,65.17917166745686,63.420064545447644,64.92513089470665,0.008331920951604843,0.01392530556768179,0.4754626154899597,0.2818974256515503,0.001958832610398531,0.0023043565452098846,0.0023081316612660885,0.2138114720582962,0.08021320602178511,0.8569839162227517,4.456665049062507,3.0,4.0,0.818997827425959,-0.04272568191359938,0.8785908498413119,2.0135559710799296,0.5067312158231819,0.0012062645300804625,0.007146362447377974,0.56741235429558,0.6771141962683123,0.6309573444801932,0.9472426475276862,range,0.2235928890337792,0.5289268888365767,1,66.0999984741211,-1.393081434071064,-4.0543630719184875,-1.777409389615059
4702,4734,2019-12-18,ascending_channel,0.010038381442427635,-0.02327894978225231,0.024502549320459366,66.83423785060992,64.62963010447871,67.7913318126146,0.004086943808943033,0.007574024610221386,0.6265126466751099,0.13870596885681152,0.0007833021227270365,0.0009663247037678957,0.0009727006545290351,0.22039800882339478,0.09316468891393749,0.8606602935740632,4.756665557688804,3.0,4.0,0.830413543577561,-0.04272568191359938,0.7304057467956981,1.6666675887348392,0.5182199276208607,0.0014901580416715147,0.00709274405012556,0.47069342108835127,0.649914935123328,0.6309573444801932,0.9342707833390311,range,0.24576817667223716,0.5256257478120664,1,66.16999816894531,1.0038381442427635,-2.327894978225231,2.4502549320459366
4703,4735,2019-12-19,ascending_channel,0.016202235594391823,-0.05609796941280365,-0.010431133210659027,67.61809768681177,62.807241979440164,65.8459133021401,0.0017810005228966475,0.0022321694996207952,0.616349995136261,0.2111198604106903,0.0001294817921007052,0.00017337470490019768,0.00023093348136171699,0.16798315942287445,0.10702466731663661,0.8737215994410381,5.026667287018227,3.0,4.0,0.8395226876466662,-0.04272568191359938,0.802222847730196,1.4647214426439632,0.5043105051978881,0.002161913980239785,0.006537734897858726,0.45964127119642845,0.6077107742622834,0.6309573444801932,0.9014789349373654,range,0.2754030105718111,0.49311843946658096,1,66.54000091552734,1.6202235594391823,-5.609796941280365,-1.0431133210659027
4704,4736,2019-12-20,descending_channel,0.041289009153842926,-0.014609871432185173,-0.05155238136649132,68.8708544298828,65.17370250204087,62.73032491753378,0.00466943858191371,0.006219173315912485,0.3992307782173157,0.41549187898635864,0.0005238494486548007,0.0007027427782304585,0.000853883451782167,0.1723083257675171,0.11223482899185808,0.8870873543148007,4.893333445058601,4.0,3.0,0.4482289993746036,-0.04272568191359938,0.6161632882394792,0.9817525495280724,0.45946884145634737,0.0023565043067315917,0.006925889587780693,0.5319932181244004,1.2898565503999944,0.6309573444801932,0.9030852894696684,range,0.27543182932152316,0.4905873058542743,1,66.13999938964844,4.128900915384293,-1.4609871432185173,-5.155238136649132
4705,4737,2019-12-21,ascending_channel,0.0017679985612630844,-0.01920310966670513,0.019063498824834824,66.25693481341128,64.86990572801321,67.40085919028758,0.004076629877090454,0.005991983227431774,0.522546648979187,0.2987348735332489,0.0007461895584128797,0.0008932824130170047,0.0010731908259913325,0.1659371703863144,0.10715479724917738,0.8845233591917581,4.893333445058601,4.0,3.0,0.4482289993746036,-0.04272568191359938,0.4296521696283955,0.8126527358682257,0.422684038786189,0.0015375310476974588,0.006201151371507607,0.5146618194877441,0.563944311512848,0.6309573444801932,0.9022805056024816,range,0.2650424134242329,0.4967405787963459,1,66.13999938964844,0.17679985612630844,-1.9203109666705132,1.9063498824834824
4706,4738,2019-12-22,descending_channel,0.05142373591661453,-0.04165339469909668,0.06653280556201935,69.54116525178677,63.3850438896734,70.540479108912,0.006873452570289373,0.01022699847817421,0.12745311856269836,0.6726887822151184,0.0015326677821576595,0.0018792038317769766,0.002372938208281994,0.17697277665138245,0.10917949210397285,0.8997087797166794,4.893333445058601,3.0,3.0,0.5599450567866882,-0.04272568191359938,0.4033131594006114,0.8017042677748529,0.41791566731302887,0.0011172881772125907,0.0061779072525394545,0.4582473715907888,1.28912400191116,0.6309573444801932,0.9466029656336976,ascending_channel,0.343326896368313,0.47510774663369854,1,66.13999938964844,5.142373591661453,-4.165339469909668,6.653280556201935
4707,4739,2019-12-23,ascending_channel,0.004471840336918831,-0.03104802779853344,0.02206103503704071,66.68688486688708,64.32872084305401,67.85463149229258,0.0024738286156207323,0.0033875233493745327,0.4957711100578308,0.22056850790977478,0.00027553163818083704,0.0003125833172816783,0.00040357402758672833,0.2768072187900543,0.12045638512306629,0.859785434543331,4.916666676666664,3.0,4.0,0.5620334440184276,-0.04272568191359938,0.3877174807244237,0.7400004044343719,0.44542396584127053,0.0013862164862958712,0.006083790825312262,0.518814166448991,0.5754830122202435,0.6309573444801932,0.9148982358242655,ascending_channel,0.48195750225414546,0.4026421486589981,1,66.38999938964844,0.4471840336918831,-3.104802779853344,2.206103503704071
4708,4740,2019-12-24,ascending_channel,0.013705046847462654,-0.05092218518257141,0.0736239105463028,68.1209760545672,63.778026259375565,72.14752351227139,0.0014529115287587047,0.002602869411930442,0.5227143168449402,0.39418044686317444,0.00018599412578623742,0.00022948323749005795,0.0002724961086641997,0.07836159318685532,0.13194280961858112,0.8466072180025328,5.539998382395836,3.0,3.0,0.6113111552285638,-0.04272568191359938,0.40081272514120614,0.9477776389848378,0.48766557814596584,0.0016777634015535906,0.0061498744080563045,0.4502837694627758,0.5794932212017802,0.6309573444801932,0.9126190968459462,ascending_channel,0.4735355673821861,0.42319349379572124,1,67.19999694824219,1.3705046847462654,-5.092218518257141,7.3623910546302795
4710,4742,2019-12-26,ascending_channel,-0.0287176501005888,-0.007383016869425774,0.002429060637950897,65.96949542669691,67.41854367669262,68.0849799630272,0.0014822278171777725,0.0020280685275793076,0.8085057139396667,0.11933550983667374,0.00022241531405597925,0.00024406048760283738,0.00030722771771252155,0.06787480413913727,0.1549584341189039,0.8163715788886892,6.289998382395836,3.0,3.0,0.6576572138212752,-0.04272568191359938,0.3647438728846315,1.197777638151504,0.5275567971274184,0.0017961654721771125,0.006215478562197309,0.306213660994816,0.5866339113005108,0.6309573444801932,0.8714491717975684,ascending_channel,0.5147877305107691,0.3718660830733567,1,67.91999816894531,-2.87176501005888,-0.7383016869425774,0.24290606379508972
4711,4743,2019-12-27,ascending_channel,0.029691996052861214,-0.03290952742099762,-0.025382235646247864,70.18381022180773,65.91689015257589,66.4299503875086,0.000552704615984112,0.0006569707184098661,0.9149371981620789,0.05327587574720383,8.045842696446925e-05,8.655629062559456e-05,0.00010870505502680317,0.030301474034786224,0.16916362980593835,0.7852519840646432,6.690002451406257,2.0,3.0,0.7169906216311461,-0.043769434457437195,0.34934411572669477,1.233334007390623,0.5523170230197799,0.001812373256468718,0.006270637588212848,0.17073250466128204,0.7443458978220943,0.6309573444801932,0.8921190837143054,ascending_channel,0.540385143707116,0.3764270437162733,1,68.16000366210938,2.9691996052861214,-3.290952742099762,-2.5382235646247864
4712,4744,2019-12-28,ascending_channel,0.012819835916161537,-0.07471160590648651,-0.025881212204694748,69.03380372510259,63.06766032992118,66.39594014345755,0.00112538889516145,0.0015555713325738907,0.9082195162773132,0.06555314362049103,0.0002251275727758184,0.00023007146955933422,0.0002754193847067654,0.02281566709280014,0.18539347886340113,0.6808735178290305,6.7700042824609445,2.0,3.0,0.7203349723184587,-0.04167964830943294,0.3571296057168233,1.0933346182088506,0.5206797399142941,0.0019176023815229786,0.006189269207965454,0.18085824051080662,0.7340350887938609,0.6309573444801932,0.8942798136391465,ascending_channel,0.49167408111624855,0.4016674240257003,1,68.16000366210938,1.2819835916161537,-7.471160590648651,-2.588121220469475
4713,4745,2019-12-29,ascending_channel,0.024292053654789925,-0.00240352563560009,0.019606977701187134,69.81575012818001,67.9961793459849,69.49641533402519,0.0011634067632257938,0.0012710115406662226,0.8644485473632812,0.09850560873746872,0.00017182300507556647,0.00019510988204274327,0.00023944745771586895,0.03400496393442154,0.1989528762280433,0.5617095901100098,6.7700042824609445,2.0,3.0,0.7203349723184587,-0.03348201210541313,0.35237869505636016,0.8424074757036384,0.4593797911679562,0.0021849202266712112,0.005909627167145548,0.23597032881209593,0.7331585281260786,0.6309573444801932,0.9054695557363593,ascending_channel,0.4202177569769957,0.4493668653160713,1,68.16000366210938,2.4292053654789925,-0.240352563560009,1.9606977701187134
4714,4746,2019-12-30,ascending_channel,0.014865318313241005,0.01504419930279255,0.01504397764801979,69.45738486305675,69.46962747841837,69.46961230836519,0.0014837442431598902,0.0016302907606586814,0.9281378388404846,0.049664027988910675,0.0003665865515358746,0.0003532861592248082,0.0004223997239023447,0.017941858619451523,0.2123668592346742,0.4466095603343264,6.956670135325523,3.0,3.0,0.44609526618715434,-0.016658672280050024,0.38440254741901037,0.8059186522544861,0.4465741579865136,0.0028119224782902586,0.005216711627920577,0.15368886469794374,0.583700648840029,0.6309573444801932,0.8995789425825546,ascending_channel,0.4356176872687385,0.3832789571983355,1,68.44000244140625,1.4865318313241005,1.504419930279255,1.504397764801979
4715,4747,2019-12-31,ascending_channel,0.022213662043213844,-0.034483373165130615,0.023805927485227585,67.46610169485211,63.72409737110138,67.57119121402502,8.559827256249264e-05,0.00010518710769247264,0.939896285533905,0.05170377343893051,7.954063221404795e-06,7.998135515663307e-06,1.0502027180336881e-05,0.008182727731764317,0.200984288753538,0.5481177103149639,6.863337208893227,3.0,3.0,0.43710514560070457,-0.021097905441416875,0.764947306470769,0.6976755629760995,0.20495398992063973,0.00209931900892378,0.006151150938653316,0.12157840316096961,0.48797748751890224,0.6309573444801932,0.9077016498571214,descending_channel,0.4325470336199973,0.42476904237459145,1,66.0,2.2213662043213844,-3.4483373165130615,2.3805927485227585
4716,4748,2020-01-01,ascending_channel,0.0029114950448274612,-0.02985830418765545,0.02061932161450386,66.19215867295861,64.02935192361474,67.36087522655725,0.0023987796157598495,0.0029715292621403933,0.8473281264305115,0.09744998067617416,0.0006137426826171577,0.0006072736578062177,0.0007843161001801491,0.047846242785453796,0.18799492434206352,0.6957661962158216,6.863337208893227,3.0,3.0,0.43710514560070457,-0.033014306716251385,0.9798106686710243,0.5724594067573593,0.04201092786384116,0.0019682146372228086,0.006407118260767568,0.2688832366285019,0.5295986627024452,0.6309573444801932,0.8830355779353578,ascending_channel,0.5434393978283188,0.34467908527082786,1,66.0,0.2911495044827461,-2.985830418765545,2.061932161450386
4733,4765,2020-01-18,descending_channel,-0.03665689378976822,0.019590789452195168,0.005891365930438042,62.472798967788606,66.12046114020278,65.23205354572049,0.03626708686351776,0.0373988151550293,0.0629379153251648,0.5681966543197632,0.011386267840862274,0.012654157355427742,0.014916581101715565,0.25624263286590576,-0.0788691032200832,1.1791363214385033,4.473335276113281,2.0,3.0,0.8994046007136819,-0.06511089107078405,1.3064077836243664,2.061441721233458,-0.33010448553739885,-0.0007176624539392432,0.007698369471503103,0.6041692799175484,1.0340394677467213,0.6309573444801932,1.1371062827502523,ascending_channel,0.33809008434393567,0.4888988143622524,1,64.8499984741211,-3.665689378976822,1.9590789452195168,0.5891365930438042
4734,4766,2020-01-19,descending_channel,0.005801618564873934,-0.02160353772342205,0.0011074785143136978,65.2262334292006,63.449009085721556,64.92181845408446,0.01786154694855213,0.019806955009698868,0.07055456936359406,0.7132232785224915,0.00374551210552454,0.004553241655230522,0.005584529135376215,0.16467028856277466,-0.08973667185793388,1.1453298519729083,4.473335276113281,2.0,3.0,0.8994046007136819,-0.06511089107078405,1.0638002681281247,2.061441721233458,-0.34277228805679677,-0.0007711040866760469,0.007701324357950776,0.4564506015747009,1.0414051008986855,0.6309573444801932,1.1130052091584726,descending_channel,0.3097169249207039,0.47970027863644593,1,64.8499984741211,0.5801618564873934,-2.160353772342205,0.11074785143136978
4735,4767,2020-01-20,descending_channel,-0.034913569688797,-0.011006979271769524,-0.04028353840112686,62.58585353307649,64.13619588514216,62.23761107027582,0.0057530030608177185,0.007120923604816198,0.08539342880249023,0.7130941152572632,0.0008716183947399259,0.0010584060801193118,0.0014407966518774629,0.18526770174503326,-0.09797653634527136,1.1206694317622983,4.473335276113281,2.0,3.0,0.8994046007136819,-0.06511089107078405,0.9049816839617779,1.7774852823439942,-0.3222803799759397,-0.0006452349856248242,0.007696439530429895,0.40938515799409325,1.0436186464026824,0.6309573444801932,1.106327116988594,descending_channel,0.4157478235985027,0.5485340048005559,1,64.8499984741211,-3.4913569688796997,-1.1006979271769524,-4.028353840112686
4736,4768,2020-01-21,descending_channel,-0.002189851365983486,0.012970002368092537,-0.03023459017276764,64.44855384618123,65.42772874334815,62.63714426935394,0.004519375041127205,0.003981712274253368,0.0962330624461174,0.7715895771980286,0.00045570736983790994,0.0005683847703039646,0.0007939908537082374,0.12185816466808319,-0.10941290179538705,1.0712037905257974,4.473335276113281,3.0,2.0,0.23919449262081682,-0.06511089107078405,0.8889506334306853,1.6653947711001318,-0.3610288186213855,-0.000728929574884954,0.007696248950344807,0.3566727749270455,0.9621752114230607,0.6309573444801932,1.0893693463449383,descending_channel,0.47391924375942385,0.5061488204220088,1,64.58999633789062,-0.21898513659834862,1.2970002368092537,-3.023459017276764
4737,4769,2020-01-22,descending_channel,-0.0034774774685502052,-0.029114527627825737,-0.028055839240550995,62.99018773686932,61.36966981977294,61.436589511763316,0.008057312108576298,0.007329380605369806,0.020589925348758698,0.8703054785728455,0.0012418816331773996,0.0016739394050091505,0.0022961669601500034,0.08850599825382233,-0.12798512599568343,1.0174669119569673,5.033335377838532,3.0,2.0,0.32384038436912965,-0.07326187986415067,0.8955388563599941,1.4771001646161217,-0.5208610793678464,-0.0012607151159410004,0.00791434922078173,0.25164588538549726,0.9292921227620514,0.6309573444801932,1.076351096288574,descending_channel,0.5140610609078003,0.4865682416702438,1,63.209999084472656,-0.3477477468550205,-2.9114527627825737,-2.8055839240550995
4738,4770,2020-01-23,descending_channel,-0.03358381241559982,-0.020408568903803825,-0.005926227197051048,59.95646116251663,60.77385328205075,61.672337774796674,0.014051610603928566,0.02036384865641594,0.03994497284293175,0.7120852470397949,0.0034299094695597887,0.004330751486122608,0.005041514988988638,0.2007521688938141,-0.15212613233489677,0.9808014650805302,6.273333241608063,3.0,2.0,0.4574912596946349,-0.09131046353448502,0.811142014705569,1.4999999942748123,-0.6044102107502147,-0.002085197929705597,0.008304923887183685,0.43362695552834857,0.8901985288630611,0.6309573444801932,1.0912240920852436,descending_channel,0.46243796216686217,0.4905603523616683,1,62.040000915527344,-3.3583812415599823,-2.0408568903803825,-0.5926227197051048
4739,4771,2020-01-24,descending_channel,-0.050112709403038025,-0.04730111360549927,-0.07106015086174011,57.64865836185793,57.81929410694942,56.37735816849624,0.0046883635222911835,0.005263968836516142,0.008254715241491795,0.8024758100509644,0.00043698307126760483,0.0006030547665432096,0.0009614132577553391,0.17731574177742004,-0.18083215692059415,0.9999087822509947,7.563334157135407,3.0,2.0,0.550021453010934,-0.11008685834852527,0.7786743851384819,1.573792540482961,-0.5993831918112053,-0.002995692736074837,0.008734946980037541,0.28382708281341157,0.8455225436847967,0.6309573444801932,1.14573948837341,descending_channel,0.4353733845912936,0.48513083861844525,1,60.68999862670898,-5.0112709403038025,-4.730111360549927,-7.106015086174011
